,,District,Commodity,Price (Rs/Quintal),Unit,Season
,,Jamshedpur,Maize,2006.93,Rs/Quintal,Rabi
,,Jamshedpur,Mustard,6841.29,Rs/Quintal,Rabi
,,Jamshedpur,Onion,2519.9,Rs/Quintal,Rabi
,,Jamshedpur,Potato,2042.39,Rs/Quintal,Rabi
,,Jamshedpur,Rice (Paddy),2266.93,Rs/Quintal,Rabi
,,Jamshedpur,Sugarcane,351.42,Rs/Quintal,Rabi
,,Jamshedpur,Tomato,2737.32,Rs/Quintal,Rabi
,,Jamshedpur,Wheat,2425.76,Rs/Quintal,Rabi
,,Jamtara,Arhar (Tur),7117.56,Rs/Quintal,Rabi
,,Jamtara,Gram (Chana),6260.08,Rs/Quintal,Rabi
,,Jamtara,Maize,1904.61,Rs/Quintal,Rabi
,,Jamtara,Mustard,6534.35,Rs/Quintal,Rabi
,,Jamtara,Onion,2419.51,Rs/Quintal,Rabi
,,Jamtara,Potato,2027.05,Rs/Quintal,Rabi
,,Jamtara,Rice (Paddy),2160.08,Rs/Quintal,Rabi
,,Jamtara,Sugarcane,340.33,Rs/Quintal,Rabi
,,Jamtara,Tomato,2593.08,Rs/Quintal,Rabi
,,Jamtara,Wheat,2311.23,Rs/Quintal,Rabi
,,Khunti,Arhar (Tur),7216.43,Rs/Quintal,Rabi
,,Khunti,Gram (Chana),6223.97,Rs/Quintal,Rabi
,,Khunti,Maize,1887.64,Rs/Quintal,Rabi
,,Khunti,Mustard,6648.76,Rs/Quintal,Rabi
,,Khunti,Onion,2403.69,Rs/Quintal,Rabi
,,Khunti,Potato,2009.29,Rs/Quintal,Rabi
,,Khunti,Rice (Paddy),2131.3,Rs/Quintal,Rabi
,,Khunti,Sugarcane,339.68,Rs/Quintal,Rabi
,,Khunti,Tomato,2652.2,Rs/Quintal,Rabi
,,Khunti,Wheat,2284.29,Rs/Quintal,Rabi
,,Koderma,Arhar (Tur),7184.45,Rs/Quintal,Rabi
,,Koderma,Gram (Chana),6289.21,Rs/Quintal,Rabi
,,Koderma,Maize,1936.6,Rs/Quintal,Rabi
,,Koderma,Mustard,6606.29,Rs/Quintal,Rabi
,,Koderma,Onion,2390.73,Rs/Quintal,Rabi
,,Koderma,Potato,2010.88,Rs/Quintal,Rabi
,,Koderma,Rice (Paddy),2147.58,Rs/Quintal,Rabi
,,Koderma,Sugarcane,338.15,Rs/Quintal,Rabi
,,Koderma,Tomato,2606.34,Rs/Quintal,Rabi
,,Koderma,Wheat,2272.94,Rs/Quintal,Rabi
,,Lohardaga,Arhar (Tur),7151.94,Rs/Quintal,Rabi
,,Lohardaga,Gram (Chana),6258.09,Rs/Quintal,Rabi
,,Lohardaga,Maize,1899.75,Rs/Quintal,Rabi
,,Lohardaga,Mustard,6578.56,Rs/Quintal,Rabi
,,Lohardaga,Onion,2327.98,Rs/Quintal,Rabi
,,Lohardaga,Potato,2000.07,Rs/Quintal,Rabi
,,Lohardaga,Rice (Paddy),2153.62,Rs/Quintal,Rabi
,,Lohardaga,Sugarcane,339.06,Rs/Quintal,Rabi
,,Lohardaga,Tomato,2588.78,Rs/Quintal,Rabi
,,Lohardaga,Wheat,2295.86,Rs/Quintal,Rabi
,,Pakur,Arhar (Tur),6878.84,Rs/Quintal,Rabi
,,Pakur,Gram (Chana),5969.2,Rs/Quintal,Rabi
,,Pakur,Maize,1855.97,Rs/Quintal,Rabi
,,Pakur,Mustard,6329.79,Rs/Quintal,Rabi
,,Pakur,Onion,2235.09,Rs/Quintal,Rabi
,,Pakur,Potato,1889.68,Rs/Quintal,Rabi
,,Pakur,Rice (Paddy),2056.49,Rs/Quintal,Rabi
,,Pakur,Sugarcane,322.41,Rs/Quintal,Rabi
,,Pakur,Tomato,2529.39,Rs/Quintal,Rabi
,,Pakur,Wheat,2131.79,Rs/Quintal,Rabi
,,Palamu,Arhar (Tur),7272.56,Rs/Quintal,Rabi
,,Palamu,Gram (Chana),6226.24,Rs/Quintal,Rabi
,,Palamu,Maize,1903.72,Rs/Quintal,Rabi
,,Palamu,Mustard,6524.99,Rs/Quintal,Rabi
,,Palamu,Onion,2381.81,Rs/Quintal,Rabi
,,Palamu,Potato,1996.2,Rs/Quintal,Rabi
,,Palamu,Rice (Paddy),2167.88,Rs/Quintal,Rabi
,,Palamu,Sugarcane,339.85,Rs/Quintal,Rabi
,,Palamu,Tomato,2586.71,Rs/Quintal,Rabi
,,Palamu,Wheat,2252.96,Rs/Quintal,Rabi
,,Ramgarh,Arhar (Tur),7299.69,Rs/Quintal,Rabi
,,Ramgarh,Gram (Chana),6318.63,Rs/Quintal,Rabi
,,Ramgarh,Maize,1897.63,Rs/Quintal,Rabi
,,Ramgarh,Mustard,6686.93,Rs/Quintal,Rabi
,,Ramgarh,Onion,2431.4,Rs/Quintal,Rabi
,,Ramgarh,Potato,1973.06,Rs/Quintal,Rabi
,,Ramgarh,Rice (Paddy),2154.91,Rs/Quintal,Rabi
,,Ramgarh,Sugarcane,334.02,Rs/Quintal,Rabi
,,Ramgarh,Tomato,2594.23,Rs/Quintal,Rabi
,,Ramgarh,Wheat,2276.7,Rs/Quintal,Rabi
,,Ranchi,Arhar (Tur),7552.57,Rs/Quintal,Rabi
,,Ranchi,Gram (Chana),6500.12,Rs/Quintal,Rabi
,,Ranchi,Maize,2039.81,Rs/Quintal,Rabi
,,Ranchi,Mustard,7003.13,Rs/Quintal,Rabi
,,Ranchi,Onion,2438.54,Rs/Quintal,Rabi
,,Ranchi,Potato,2043,Rs/Quintal,Rabi
,,Ranchi,Rice (Paddy),2259.87,Rs/Quintal,Rabi
,,Ranchi,Sugarcane,352.52,Rs/Quintal,Rabi
,,Ranchi,Tomato,2704.23,Rs/Quintal,Rabi
,,Ranchi,Wheat,2373.69,Rs/Quintal,Rabi
,,Sahebganj,Arhar (Tur),7131.01,Rs/Quintal,Rabi
,,Sahebganj,Gram (Chana),6160.12,Rs/Quintal,Rabi
,,Sahebganj,Maize,1943.19,Rs/Quintal,Rabi
,,Sahebganj,Mustard,6568.07,Rs/Quintal,Rabi
,,Sahebganj,Onion,2378.89,Rs/Quintal,Rabi
,,Sahebganj,Potato,1931.87,Rs/Quintal,Rabi
,,Sahebganj,Rice (Paddy),2156.25,Rs/Quintal,Rabi
,,Sahebganj,Sugarcane,331.67,Rs/Quintal,Rabi
,,Sahebganj,Tomato,2675.36,Rs/Quintal,Rabi
,,Sahebganj,Wheat,2254.93,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Arhar (Tur),7270.42,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Gram (Chana),6298.79,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Maize,1930.83,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Mustard,6570.04,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Onion,2427.16,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Potato,2027.66,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Rice (Paddy),2164.98,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Sugarcane,334.52,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Tomato,2645.05,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Wheat,2262.72,Rs/Quintal,Rabi
,,Simdega,Arhar (Tur),6865.97,Rs/Quintal,Rabi
,,Simdega,Gram (Chana),5937.66,Rs/Quintal,Rabi
,,Simdega,Maize,1837.34,Rs/Quintal,Rabi
,,Simdega,Mustard,6340.13,Rs/Quintal,Rabi
,,Simdega,Onion,2239.81,Rs/Quintal,Rabi
,,Simdega,Potato,1843.12,Rs/Quintal,Rabi
,,Simdega,Rice (Paddy),2072.96,Rs/Quintal,Rabi
,,Simdega,Sugarcane,315.65,Rs/Quintal,Rabi
,,Simdega,Tomato,2520.14,Rs/Quintal,Rabi
,,Simdega,Wheat,2150,Rs/Quintal,Rabi
,,West Singhbhum,Arhar (Tur),7178.58,Rs/Quintal,Rabi
,,West Singhbhum,Gram (Chana),6195.53,Rs/Quintal,Rabi
,,West Singhbhum,Maize,1920.17,Rs/Quintal,Rabi
,,West Singhbhum,Mustard,6545.3,Rs/Quintal,Rabi
,,West Singhbhum,Onion,2332.18,Rs/Quintal,Rabi
,,West Singhbhum,Potato,1938.25,Rs/Quintal,Rabi
,,West Singhbhum,Rice (Paddy),2166.14,Rs/Quintal,Rabi
,,West Singhbhum,Sugarcane,331.72,Rs/Quintal,Rabi
,,West Singhbhum,Tomato,2573.61,Rs/Quintal,Rabi
,,West Singhbhum,Wheat,2264.38,Rs/Quintal,Rabi
,,Bokaro,Arhar (Tur),6829.24,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),6002.84,Rs/Quintal,Kharif
,,Bokaro,Maize,1845.46,Rs/Quintal,Kharif
,,Bokaro,Mustard,6238.33,Rs/Quintal,Kharif
,,Bokaro,Onion,2588.36,Rs/Quintal,Kharif
,,Bokaro,Potato,1681.88,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),2065.99,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,322.55,Rs/Quintal,Kharif
,,Bokaro,Tomato,2806.85,Rs/Quintal,Kharif
,,Bokaro,Wheat,2157.74,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),6834.03,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),5980.52,Rs/Quintal,Kharif
,,Chatra,Maize,1855.62,Rs/Quintal,Kharif
,,Chatra,Mustard,6293.25,Rs/Quintal,Kharif
,,Chatra,Onion,2588.74,Rs/Quintal,Kharif
,,Chatra,Potato,1737.12,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),2042.51,Rs/Quintal,Kharif
,,Chatra,Sugarcane,316.73,Rs/Quintal,Kharif
,,Chatra,Tomato,2873.73,Rs/Quintal,Kharif
,,Chatra,Wheat,2163.09,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),6835.05,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),5873.23,Rs/Quintal,Kharif
,,Deoghar,Maize,1844.24,Rs/Quintal,Kharif
,,Deoghar,Mustard,6258.97,Rs/Quintal,Kharif
,,Deoghar,Onion,2649.8,Rs/Quintal,Kharif
,,Deoghar,Potato,1759.7,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),2073.82,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,315.55,Rs/Quintal,Kharif
,,Deoghar,Tomato,2912.21,Rs/Quintal,Kharif
,,Deoghar,Wheat,2151.96,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),7202.84,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),6156.73,Rs/Quintal,Kharif
,,Dhanbad,Maize,1904.9,Rs/Quintal,Kharif
,,Dhanbad,Mustard,6501.27,Rs/Quintal,Kharif
,,Dhanbad,Onion,2686.88,Rs/Quintal,Kharif
,,Dhanbad,Potato,1781.72,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),2163.82,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,330.55,Rs/Quintal,Kharif
,,Dhanbad,Tomato,3073.79,Rs/Quintal,Kharif
,,Dhanbad,Wheat,2275.63,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),6466.87,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),5657.09,Rs/Quintal,Kharif
,,Dumka,Maize,1723.71,Rs/Quintal,Kharif
,,Dumka,Mustard,6033.16,Rs/Quintal,Kharif
,,Dumka,Onion,2518.15,Rs/Quintal,Kharif
,,Dumka,Potato,1590.68,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1944.81,Rs/Quintal,Kharif
,,Dumka,Sugarcane,299.04,Rs/Quintal,Kharif
,,Dumka,Tomato,2744.09,Rs/Quintal,Kharif
,,Dumka,Wheat,2078.1,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),6748.98,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),5969.24,Rs/Quintal,Kharif
,,East Singhbhum,Maize,1832.14,Rs/Quintal,Kharif
,,East Singhbhum,Mustard,6274.19,Rs/Quintal,Kharif
,,East Singhbhum,Onion,2534.73,Rs/Quintal,Kharif
,,East Singhbhum,Potato,1754.89,Rs/Quintal,Kharif
,,East Singhbhum,Rice (Paddy),2062.3,Rs/Quintal,Kharif
,,East Singhbhum,Sugarcane,315.61,Rs/Quintal,Kharif
,,East Singhbhum,Tomato,2802.2,Rs/Quintal,Kharif
,,East Singhbhum,Wheat,2173.51,Rs/Quintal,Kharif
,,Garhwa,Arhar (Tur),6879.52,Rs/Quintal,Kharif
,,Garhwa,Gram (Chana),5949.74,Rs/Quintal,Kharif
,,Garhwa,Maize,1826.84,Rs/Quintal,Kharif
,,Garhwa,Mustard,6264.46,Rs/Quintal,Kharif
,,Garhwa,Onion,2532.01,Rs/Quintal,Kharif
,,Garhwa,Potato,1690.97,Rs/Quintal,Kharif
,,Garhwa,Rice (Paddy),2029.88,Rs/Quintal,Kharif
,,Garhwa,Sugarcane,318.97,Rs/Quintal,Kharif
,,Garhwa,Tomato,2870.7,Rs/Quintal,Kharif
,,Garhwa,Wheat,2194.83,Rs/Quintal,Kharif
,,Giridih,Arhar (Tur),6746.72,Rs/Quintal,Kharif
,,Giridih,Gram (Chana),5875.12,Rs/Quintal,Kharif
,,Giridih,Maize,1803.12,Rs/Quintal,Kharif
,,Giridih,Mustard,6344.7,Rs/Quintal,Kharif
,,Giridih,Onion,2540.23,Rs/Quintal,Kharif
,,Giridih,Potato,1675.74,Rs/Quintal,Kharif
,,Giridih,Rice (Paddy),2058.84,Rs/Quintal,Kharif
,,Giridih,Sugarcane,320.26,Rs/Quintal,Kharif
,,Giridih,Tomato,2863.22,Rs/Quintal,Kharif
,,Giridih,Wheat,2201.66,Rs/Quintal,Kharif
,,Godda,Arhar (Tur),6781.75,Rs/Quintal,Kharif
,,Godda,Gram (Chana),5976.16,Rs/Quintal,Kharif
,,Godda,Maize,1814.64,Rs/Quintal,Kharif
,,Godda,Mustard,6275.7,Rs/Quintal,Kharif
,,Godda,Onion,2645.35,Rs/Quintal,Kharif
,,Godda,Potato,1701.6,Rs/Quintal,Kharif
,,Godda,Rice (Paddy),2051.12,Rs/Quintal,Kharif
,,Godda,Sugarcane,320.45,Rs/Quintal,Kharif
,,Godda,Tomato,2842.53,Rs/Quintal,Kharif
,,Godda,Wheat,2178.63,Rs/Quintal,Kharif
,,Gumla,Arhar (Tur),6863.72,Rs/Quintal,Kharif
,,Gumla,Gram (Chana),5956.13,Rs/Quintal,Kharif
,,Gumla,Maize,1850.09,Rs/Quintal,Kharif
,,Gumla,Mustard,6219.98,Rs/Quintal,Kharif
,,Gumla,Onion,2590.9,Rs/Quintal,Kharif
,,Gumla,Potato,1714.15,Rs/Quintal,Kharif
,,Gumla,Rice (Paddy),2075.66,Rs/Quintal,Kharif
,,Gumla,Sugarcane,318.98,Rs/Quintal,Kharif
,,Gumla,Tomato,2878.77,Rs/Quintal,Kharif
,,Gumla,Wheat,2198.79,Rs/Quintal,Kharif
,,Hazaribagh,Arhar (Tur),6774.11,Rs/Quintal,Kharif
,,Hazaribagh,Gram (Chana),5979.27,Rs/Quintal,Kharif
,,Hazaribagh,Maize,1795,Rs/Quintal,Kharif
,,Hazaribagh,Mustard,6197.33,Rs/Quintal,Kharif
,,Hazaribagh,Onion,2635.15,Rs/Quintal,Kharif
,,Hazaribagh,Potato,1732.42,Rs/Quintal,Kharif
,,Hazaribagh,Rice (Paddy),2032.8,Rs/Quintal,Kharif
,,Hazaribagh,Sugarcane,322.04,Rs/Quintal,Kharif
,,Hazaribagh,Tomato,2836.77,Rs/Quintal,Kharif
,,Hazaribagh,Wheat,2127.49,Rs/Quintal,Kharif
,,Jamshedpur,Arhar (Tur),7239.91,Rs/Quintal,Kharif
,,Jamshedpur,Gram (Chana),6266.25,Rs/Quintal,Kharif
,,Jamshedpur,Maize,1883.24,Rs/Quintal,Kharif
,,Jamshedpur,Mustard,6611.32,Rs/Quintal,Kharif
,,Jamshedpur,Onion,2756.33,Rs/Quintal,Kharif
,,Jamshedpur,Potato,1793.21,Rs/Quintal,Kharif
,,Jamshedpur,Rice (Paddy),2132.42,Rs/Quintal,Kharif
,,Jamshedpur,Sugarcane,331.71,Rs/Quintal,Kharif
,,Jamshedpur,Tomato,3084.28,Rs/Quintal,Kharif
,,Jamshedpur,Wheat,2296.29,Rs/Quintal,Kharif
,,Jamtara,Arhar (Tur),6816.44,Rs/Quintal,Kharif
,,Jamtara,Gram (Chana),5884.39,Rs/Quintal,Kharif
,,Jamtara,Maize,1799.62,Rs/Quintal,Kharif
,,Jamtara,Mustard,6359.22,Rs/Quintal,Kharif
,,Jamtara,Onion,2569.08,Rs/Quintal,Kharif
,,Jamtara,Potato,1750.97,Rs/Quintal,Kharif
,,Jamtara,Rice (Paddy),2070.71,Rs/Quintal,Kharif
,,Jamtara,Sugarcane,323.37,Rs/Quintal,Kharif
,,Jamtara,Tomato,2822.17,Rs/Quintal,Kharif
,,Jamtara,Wheat,2191.19,Rs/Quintal,Kharif
,,Khunti,Arhar (Tur),6786.6,Rs/Quintal,Kharif
,,Khunti,Gram (Chana),5994.86,Rs/Quintal,Kharif
,,Khunti,Maize,1813.9,Rs/Quintal,Kharif
,,Khunti,Mustard,6242.63,Rs/Quintal,Kharif
,,Khunti,Onion,2601.15,Rs/Quintal,Kharif
,,Khunti,Potato,1677.29,Rs/Quintal,Kharif
,,Khunti,Rice (Paddy),2071.32,Rs/Quintal,Kharif
,,Khunti,Sugarcane,322.9,Rs/Quintal,Kharif
,,Khunti,Tomato,2945.22,Rs/Quintal,Kharif
,,Khunti,Wheat,2170.51,Rs/Quintal,Kharif
,,Koderma,Arhar (Tur),6787.91,Rs/Quintal,Kharif
,,Koderma,Gram (Chana),5957.54,Rs/Quintal,Kharif
,,Koderma,Maize,1816.28,Rs/Quintal,Kharif
,,Koderma,Mustard,6213.47,Rs/Quintal,Kharif
,,Koderma,Onion,2554.53,Rs/Quintal,Kharif
,,Koderma,Potato,1701.29,Rs/Quintal,Kharif
,,Koderma,Rice (Paddy),2035.87,Rs/Quintal,Kharif
,,Koderma,Sugarcane,321.47,Rs/Quintal,Kharif
,,Koderma,Tomato,2901.9,Rs/Quintal,Kharif
,,Koderma,Wheat,2170.84,Rs/Quintal,Kharif
,,Lohardaga,Arhar (Tur),6849.71,Rs/Quintal,Kharif
,,Lohardaga,Gram (Chana),5906.55,Rs/Quintal,Kharif
,,Lohardaga,Maize,1829.67,Rs/Quintal,Kharif
,,Lohardaga,Mustard,6206.25,Rs/Quintal,Kharif
,,Lohardaga,Onion,2564.39,Rs/Quintal,Kharif
,,Lohardaga,Potato,1697.23,Rs/Quintal,Kharif
,,Lohardaga,Rice (Paddy),2063.18,Rs/Quintal,Kharif
,,Lohardaga,Sugarcane,315.97,Rs/Quintal,Kharif
,,Lohardaga,Tomato,2820.98,Rs/Quintal,Kharif
,,Lohardaga,Wheat,2162.81,Rs/Quintal,Kharif
,,Pakur,Arhar (Tur),6591.21,Rs/Quintal,Kharif
,,Pakur,Gram (Chana),5705.4,Rs/Quintal,Kharif
,,Pakur,Maize,1759.13,Rs/Quintal,Kharif
,,Pakur,Mustard,5911.19,Rs/Quintal,Kharif
,,Pakur,Onion,2517.05,Rs/Quintal,Kharif
,,Pakur,Potato,1577.24,Rs/Quintal,Kharif
,,Pakur,Rice (Paddy),1935.07,Rs/Quintal,Kharif
,,Pakur,Sugarcane,299,Rs/Quintal,Kharif
,,Pakur,Tomato,2815.07,Rs/Quintal,Kharif
,,Pakur,Wheat,2041.24,Rs/Quintal,Kharif
,,Palamu,Arhar (Tur),6812.63,Rs/Quintal,Kharif
,,Palamu,Gram (Chana),5877.42,Rs/Quintal,Kharif
,,Palamu,Maize,1834.13,Rs/Quintal,Kharif
,,Palamu,Mustard,6227.24,Rs/Quintal,Kharif
,,Palamu,Onion,2535.16,Rs/Quintal,Kharif
,,Palamu,Potato,1754.04,Rs/Quintal,Kharif
,,Palamu,Rice (Paddy),2056.3,Rs/Quintal,Kharif
,,Palamu,Sugarcane,317.29,Rs/Quintal,Kharif
,,Palamu,Tomato,2816.48,Rs/Quintal,Kharif
,,Palamu,Wheat,2144.26,Rs/Quintal,Kharif
,,Ramgarh,Arhar (Tur),6828.6,Rs/Quintal,Kharif
,,Ramgarh,Gram (Chana),5899.94,Rs/Quintal,Kharif
,,Ramgarh,Maize,1817.11,Rs/Quintal,Kharif
,,Ramgarh,Mustard,6287.24,Rs/Quintal,Kharif
,,Ramgarh,Onion,2585.7,Rs/Quintal,Kharif
,,Ramgarh,Potato,1732.59,Rs/Quintal,Kharif
,,Ramgarh,Rice (Paddy),2028.33,Rs/Quintal,Kharif
,,Ramgarh,Sugarcane,317.2,Rs/Quintal,Kharif
,,Ramgarh,Tomato,2922.51,Rs/Quintal,Kharif
,,Ramgarh,Wheat,2179.22,Rs/Quintal,Kharif
,,Ranchi,Arhar (Tur),7153.75,Rs/Quintal,Kharif
,,Ranchi,Gram (Chana),6241.46,Rs/Quintal,Kharif
,,Ranchi,Maize,1889.6,Rs/Quintal,Kharif
,,Ranchi,Mustard,6592.79,Rs/Quintal,Kharif
,,Ranchi,Onion,2731.43,Rs/Quintal,Kharif
,,Ranchi,Potato,1799.36,Rs/Quintal,Kharif
,,Ranchi,Rice (Paddy),2143.58,Rs/Quintal,Kharif
,,Ranchi,Sugarcane,337.91,Rs/Quintal,Kharif
,,Ranchi,Tomato,2956.06,Rs/Quintal,Kharif
,,Ranchi,Wheat,2252.02,Rs/Quintal,Kharif
,,Sahebganj,Arhar (Tur),6799.13,Rs/Quintal,Kharif
,,Sahebganj,Gram (Chana),5950.08,Rs/Quintal,Kharif
,,Sahebganj,Maize,1853.01,Rs/Quintal,Kharif
,,Sahebganj,Mustard,6295.36,Rs/Quintal,Kharif
,,Sahebganj,Onion,2591.71,Rs/Quintal,Kharif
,,Sahebganj,Potato,1745.68,Rs/Quintal,Kharif
,,Sahebganj,Rice (Paddy),2039.68,Rs/Quintal,Kharif
,,Sahebganj,Sugarcane,322.55,Rs/Quintal,Kharif
,,Sahebganj,Tomato,2905.33,Rs/Quintal,Kharif
,,Sahebganj,Wheat,2153.81,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Arhar (Tur),6872.02,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Gram (Chana),5951.91,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Maize,1789.58,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Mustard,6250.81,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Onion,2534.58,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1669.96,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),2061.81,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,320.45,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2829.83,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,2189.14,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),6487.97,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),5700.7,Rs/Quintal,Kharif
,,Simdega,Maize,1702,Rs/Quintal,Kharif
,,Simdega,Mustard,5935.09,Rs/Quintal,Kharif
,,Simdega,Onion,2483.18,Rs/Quintal,Kharif
,,Simdega,Potato,1661.24,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1950.42,Rs/Quintal,Kharif
,,Simdega,Sugarcane,299.92,Rs/Quintal,Kharif
,,Simdega,Tomato,2759.86,Rs/Quintal,Kharif
,,Simdega,Wheat,2062.67,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),6829.12,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),5894.37,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1804.46,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,6290.88,Rs/Quintal,Kharif
,,West Singhbhum,Onion,2599.12,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1717.14,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),2022.69,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,321.97,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2880.29,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,2129.29,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),7495.83,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),6589.75,Rs/Quintal,Kharif
,,Bokaro,Maize,1543.98,Rs/Quintal,Kharif
,,Bokaro,Mustard,6966.67,Rs/Quintal,Kharif
,,Bokaro,Onion,2262.56,Rs/Quintal,Kharif
,,Bokaro,Potato,1888.76,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),1715.46,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,350.43,Rs/Quintal,Kharif
,,Bokaro,Tomato,2473.08,Rs/Quintal,Kharif
,,Bokaro,Wheat,2394.17,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),7498.44,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),6491.51,Rs/Quintal,Kharif
,,Chatra,Maize,1504.92,Rs/Quintal,Kharif
,,Chatra,Mustard,6847.59,Rs/Quintal,Kharif
,,Chatra,Onion,2289.77,Rs/Quintal,Kharif
,,Chatra,Potato,1884.3,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),1716.69,Rs/Quintal,Kharif
,,Chatra,Sugarcane,354.19,Rs/Quintal,Kharif
,,Chatra,Tomato,2563.36,Rs/Quintal,Kharif
,,Chatra,Wheat,2417.31,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),7579.24,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),6486.62,Rs/Quintal,Kharif
,,Deoghar,Maize,1501.63,Rs/Quintal,Kharif
,,Deoghar,Mustard,6874.73,Rs/Quintal,Kharif
,,Deoghar,Onion,2302.63,Rs/Quintal,Kharif
,,Deoghar,Potato,1902.51,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),1711.07,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,356.79,Rs/Quintal,Kharif
,,Deoghar,Tomato,2566.63,Rs/Quintal,Kharif
,,Deoghar,Wheat,2367.39,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),7938.37,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),6902.56,Rs/Quintal,Kharif
,,Dhanbad,Maize,1638.54,Rs/Quintal,Kharif
,,Dhanbad,Mustard,7289.73,Rs/Quintal,Kharif
,,Dhanbad,Onion,2340.75,Rs/Quintal,Kharif
,,Dhanbad,Potato,2006.23,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),1806.32,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,371.16,Rs/Quintal,Kharif
,,Dhanbad,Tomato,2681.24,Rs/Quintal,Kharif
,,Dhanbad,Wheat,2503.81,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),7223.1,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),6264.05,Rs/Quintal,Kharif
,,Dumka,Maize,1463.04,Rs/Quintal,Kharif
,,Dumka,Mustard,6571.87,Rs/Quintal,Kharif
,,Dumka,Onion,2095.23,Rs/Quintal,Kharif
,,Dumka,Potato,1766.95,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1633.54,Rs/Quintal,Kharif
,,Dumka,Sugarcane,330.54,Rs/Quintal,Kharif
,,Dumka,Tomato,2425.53,Rs/Quintal,Kharif
,,Dumka,Wheat,2267.36,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),7623.63,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),6608.44,Rs/Quintal,Kharif
